(buy(1422)) --> (buy(45)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(91)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(107)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(174)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(320)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(339)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(386)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(404)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(443)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(473)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(596)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(629)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(719)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(819)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(916)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(923)), {C=0.11475409836065573, S=0.0006808676198813345}
(buy(1422)) --> (buy(929)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(956)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(979)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(1066)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(1079)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(1139)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(1166)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(1201)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(1206)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(1324)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(1422)) --> (buy(1339)), {C=0.11475409836065573, S=0.0006808676198813345}
(buy(1422)) --> (buy(1349)), {C=0.11475409836065573, S=0.0006808676198813345}
(buy(1422)) --> (buy(1447)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(1422)) --> (buy(1465)), {C=0.0819672131147541, S=0.00048633401420095323}
