(country(USA))(buy(1002)) --> (buy(653)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(690)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1002)) --> (buy(758)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(796)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(813)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(816)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1000)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1012)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1245)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1272)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1292)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1445)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1002)) --> (buy(1528)), {C=0.0006794401413235494, S=0.00048633401420095323}
