(country(USA))(buy(121)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(371)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(381)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(443)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(121)) --> (buy(564)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(680)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(121)) --> (buy(787)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(830)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(121)) --> (buy(997)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1152)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1184)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1246)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1309)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1336)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(121)) --> (buy(1423)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(121)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
