(country(USA))(buy(527)) --> (buy(123)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(217)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(527)) --> (buy(360)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(440)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(546)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(527)) --> (buy(795)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(816)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1016)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1170)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1213)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1259)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1336)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(527)) --> (buy(1552)), {C=0.0008153281695882593, S=0.0005836008170411438}
