(country(USA))(buy(1511)) --> (buy(36)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(186)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(407)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1511)) --> (buy(448)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(652)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(673)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1511)) --> (buy(829)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(966)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(969)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(1162)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(1294)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(1328)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(1345)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1511)) --> (buy(1358)), {C=0.0006794401413235494, S=0.00048633401420095323}
