(country(USA))(buy(344)) --> (buy(64)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(137)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(194)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(337)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(417)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(421)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(344)) --> (buy(454)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(500)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(501)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(502)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(504)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(607)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(623)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(645)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(660)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(721)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(797)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(816)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(827)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(344)) --> (buy(849)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(896)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1012)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1019)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1109)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1148)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1172)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1176)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(1209)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(344)) --> (buy(1230)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1286)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(344)) --> (buy(1336)), {C=0.0006794401413235494, S=0.00048633401420095323}
