(country(USA))(buy(91)) --> (buy(260)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(408)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(417)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(718)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(873)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(91)) --> (buy(979)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(984)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(1046)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(1206)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(91)) --> (buy(1333)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(91)) --> (buy(1422)), {C=0.0006794401413235494, S=0.00048633401420095323}
