(country(USA))(buy(567)) --> (buy(363)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(404)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(567)) --> (buy(492)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(499)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(617)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(567)) --> (buy(746)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(777)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(834)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(837)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(896)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(900)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(908)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1077)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1156)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1249)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1295)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1376)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(567)) --> (buy(1428)), {C=0.0006794401413235494, S=0.00048633401420095323}
