(country(USA))(buy(24)) --> (buy(307)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(24)) --> (buy(317)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(334)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(375)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(422)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(434)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(24)) --> (buy(446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(627)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(638)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(24)) --> (buy(706)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(1042)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(24)) --> (buy(1120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(1172)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(1245)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(24)) --> (buy(1536)), {C=0.0008153281695882593, S=0.0005836008170411438}
