(country(USA))(buy(1480)) --> (buy(5)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(21)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(66)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(84)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(498)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1480)) --> (buy(562)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(565)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(679)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(810)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(905)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(910)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1480)) --> (buy(954)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(958)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1480)) --> (buy(1030)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1171)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1174)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1187)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1480)) --> (buy(1305)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1369)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1480)) --> (buy(1536)), {C=0.0008153281695882593, S=0.0005836008170411438}
