(country(USA))(buy(1463)) --> (buy(21)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1463)) --> (buy(221)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(238)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(253)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(312)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(400)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(1463)) --> (buy(481)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1463)) --> (buy(563)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(854)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(1463)) --> (buy(902)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(920)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(993)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(1020)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1463)) --> (buy(1357)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(1407)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1463)) --> (buy(1415)), {C=0.0006794401413235494, S=0.00048633401420095323}
