(country(USA))(buy(63)) --> (buy(15)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(402)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(552)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(63)) --> (buy(633)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(63)) --> (buy(777)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(812)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(835)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(950)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(1151)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(63)) --> (buy(1295)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(1438)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(1460)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(63)) --> (buy(1538)), {C=0.0006794401413235494, S=0.00048633401420095323}
