(country(USA))(buy(1089)) --> (buy(26)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(86)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(327)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(433)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1089)) --> (buy(573)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1089)) --> (buy(660)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(845)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1089)) --> (buy(949)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(989)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1112)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1248)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1282)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1382)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1089)) --> (buy(1416)), {C=0.0008153281695882593, S=0.0005836008170411438}
