(country(USA))(buy(575)) --> (buy(109)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(315)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(413)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(608)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(575)) --> (buy(609)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(614)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(619)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(692)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(731)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(808)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(575)) --> (buy(819)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(825)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(575)) --> (buy(865)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(964)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(1197)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(575)) --> (buy(1224)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(575)) --> (buy(1308)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(575)) --> (buy(1394)), {C=0.0008153281695882593, S=0.0005836008170411438}
