(country(USA))(buy(65)) --> (buy(568)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(65)) --> (buy(596)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(825)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(905)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(65)) --> (buy(974)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1030)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1177)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1230)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1278)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1305)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1408)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(65)) --> (buy(1533)), {C=0.0008153281695882593, S=0.0005836008170411438}
