(country(USA))(buy(1097)) --> (buy(371)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(397)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(454)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(504)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(559)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(685)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(887)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(1103)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1097)) --> (buy(1320)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(1403)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(1440)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1097)) --> (buy(1546)), {C=0.0008153281695882593, S=0.0005836008170411438}
