(buy(397)) --> (buy(86)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(280)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(315)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(404)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(730)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(735)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(746)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(754)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(812)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(906)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(938)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(947)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(980)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(1046)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(1097)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(1118)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(1262)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(397)) --> (buy(1499)), {C=0.10526315789473682, S=0.0005836008170411438}
