(buy(1471)) --> (buy(62)), {C=0.1044776119402985, S=0.0006808676198813345}
(buy(1471)) --> (buy(76)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(110)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(154)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(220)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(364)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(404)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(1471)) --> (buy(449)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(529)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(570)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(739)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(789)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(822)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(928)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(1068)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(1471)) --> (buy(1206)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1471)) --> (buy(1305)), {C=0.11940298507462688, S=0.0007781344227215252}
(buy(1471)) --> (buy(1460)), {C=0.0746268656716418, S=0.00048633401420095323}
