(buy(278)) --> (buy(138)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(141)), {C=0.1176470588235294, S=0.0005836008170411438}
(buy(278)) --> (buy(445)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(449)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(644)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(669)), {C=0.1176470588235294, S=0.0005836008170411438}
(buy(278)) --> (buy(761)), {C=0.1176470588235294, S=0.0005836008170411438}
(buy(278)) --> (buy(859)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(914)), {C=0.1372549019607843, S=0.0006808676198813345}
(buy(278)) --> (buy(927)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(929)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(1249)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(1266)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(278)) --> (buy(1420)), {C=0.09803921568627451, S=0.00048633401420095323}
